 12     4   C
 12     4   S
 12     5   C
 12     5   S
 12     6   C
 12     6   S
 12     7   C
 12     7   S
 12     8   C
 12     8   S
 12     9   C
 12     9   S
 12    10   C
 12    10   S
 12    11   C
 12    11   S
 12    12   C
 12    12   S
 13     0   C
 13     1   C
 13     1   S
 13     2   C
 13     2   S
 13     3   C
 13     3   S
 13     4   C
 13     4   S
 13     5   C
 13     5   S
 13     6   C
 13     6   S
 13     7   C
 13     7   S
 13     8   C
 13     8   S
 13     9   C
 13     9   S
 13    10   C
 13    10   S
 13    11   C
 13    11   S
 13    12   C
 13    12   S
 13    13   C
 13    13   S
 14     0   C
 14     1   C
 14     1   S
 14     2   C
 14     2   S
 14     3   C
 14     3   S
 14     4   C
 14     4   S
 14     5   C
 14     5   S
 14     6   C
 14     6   S
 14     7   C
 14     7   S
 14     8   C
 14     8   S
 14     9   C
 14     9   S
 14    10   C
 14    10   S
 14    11   C
 14    11   S
 14    12   C
 14    12   S
 14    13   C
 14    13   S
 14    14   C
 14    14   S
 15     0   C
 15     1   C
 15     1   S
 15     2   C
 15     2   S
 15     3   C
 15     3   S
 15     4   C
 15     4   S
 15     5   C
 15     5   S
 15     6   C
 15     6   S
 15     7   C
 15     7   S
 15     8   C
 15     8   S
 15     9   C
 15     9   S
 15    10   C
 15    10   S
 15    11   C
 15    11   S
 15    12   C
 15    12   S
 15    13   C
 15    13   S
 15    14   C
 15    14   S
 15    15   C
 15    15   S
 16     0   C
 16     1   C
 16     1   S
 16     2   C
 16     2   S
 16     3   C
 16     3   S
 16     4   C
 16     4   S
 16     5   C
 16     5   S
 16     6   C
 16     6   S
 16     7   C
 16     7   S
 16     8   C
 16     8   S
 16     9   C
 16     9   S
 16    10   C
 16    10   S
 16    11   C
 16    11   S
 16    12   C
 16    12   S
 16    13   C
 16    13   S
 16    14   C
 16    14   S
 16    15   C
 16    15   S
 16    16   C
 16    16   S
 17     0   C
 17     1   C
 17     1   S
 17     2   C
 17     2   S
 17     3   C
 17     3   S
 17     4   C
 17     4   S
 17     5   C
 17     5   S
 17     6   C
 17     6   S
 17     7   C
 17     7   S
 17     8   C
 17     8   S
 17     9   C
 17     9   S
 17    10   C
 17    10   S
 17    11   C
 17    11   S
 17    12   C
 17    12   S
 17    13   C
 17    13   S
 17    14   C
 17    14   S
 17    15   C
 17    15   S
 17    16   C
 17    16   S
 17    17   C
 17    17   S
 18     0   C
 18     1   C
 18     1   S
 18     2   C
 18     2   S
 18     3   C
 18     3   S
 18     4   C
 18     4   S
 18     5   C
 18     5   S
 18     6   C
 18     6   S
 18     7   C
 18     7   S
 18     8   C
 18     8   S
 18     9   C
 18     9   S
 18    10   C
 18    10   S
 18    11   C
 18    11   S
 18    12   C
 18    12   S
 18    13   C
 18    13   S
 18    14   C
 18    14   S
 18    15   C
 18    15   S
 18    16   C
 18    16   S
 18    17   C
 18    17   S
 18    18   C
 18    18   S
 19     0   C
 19     1   C
 19     1   S
 19     2   C
 19     2   S
 19     3   C
 19     3   S
 19     4   C
 19     4   S
 19     5   C
 19     5   S
 19     6   C
 19     6   S
 19     7   C
 19     7   S
 19     8   C
 19     8   S
 19     9   C
 19     9   S
 19    10   C
 19    10   S
 19    11   C
 19    11   S
 19    12   C
 19    12   S
 19    13   C
 19    13   S
 19    14   C
 19    14   S
 19    15   C
 19    15   S
 19    16   C
 19    16   S
 19    17   C
 19    17   S
 19    18   C
 19    18   S
 19    19   C
 19    19   S
 20     0   C
 20     1   C
 20     1   S
 20     2   C
 20     2   S
 20     3   C
 20     3   S
 20     4   C
 20     4   S
 20     5   C
 20     5   S
 20     6   C
 20     6   S
 20     7   C
 20     7   S
 20     8   C
 20     8   S
 20     9   C
 20     9   S
 20    10   C
 20    10   S
 20    11   C
 20    11   S
 20    12   C
 20    12   S
 20    13   C
 20    13   S
 20    14   C
 20    14   S
 20    15   C
 20    15   S
 20    16   C
 20    16   S
 20    17   C
 20    17   S
 20    18   C
 20    18   S
 20    19   C
 20    19   S
 20    20   C
 20    20   S
 21     0   C
 21     1   C
 21     1   S
 21     2   C
 21     2   S
 21     3   C
 21     3   S
 21     4   C
 21     4   S
 21     5   C
 21     5   S
 21     6   C
 21     6   S
 21     7   C
 21     7   S
 21     8   C
 21     8   S
 21     9   C
 21     9   S
 21    10   C
 21    10   S
 21    11   C
 21    11   S
 21    12   C
 21    12   S
 21    13   C
 21    13   S
 21    14   C
 21    14   S
 21    15   C
 21    15   S
 21    16   C
 21    16   S
 21    17   C
 21    17   S
 21    18   C
 21    18   S
 21    19   C
 21    19   S
 21    20   C
 21    20   S
 21    21   C
 21    21   S
 22     0   C
 22     1   C
 22     1   S
 22     2   C
 22     2   S
 22     3   C
 22     3   S
 22     4   C
 22     4   S
 22     5   C
 22     5   S
 22     6   C
 22     6   S
 22     7   C
 22     7   S
 22     8   C
 22     8   S
 22     9   C
 22     9   S
 22    10   C
 22    10   S
 22    11   C
 22    11   S
 22    12   C
 22    12   S
 22    13   C
 22    13   S
 22    14   C
 22    14   S
 22    15   C
 22    15   S
 22    16   C
 22    16   S
 22    17   C
 22    17   S
 22    18   C
 22    18   S
 22    19   C
 22    19   S
 22    20   C
 22    20   S
 22    21   C
 22    21   S
 22    22   C
 22    22   S
 23     0   C
 23     1   C
 23     1   S
 23     2   C
 23     2   S
 23     3   C
 23     3   S
 23     4   C
 23     4   S
 23     5   C
 23     5   S
 23     6   C
 23     6   S
 23     7   C
 23     7   S
 23     8   C
 23     8   S
 23     9   C
 23     9   S
 23    10   C
 23    10   S
 23    11   C
 23    11   S
 23    12   C
 23    12   S
 23    13   C
 23    13   S
 23    14   C
 23    14   S
 23    15   C
 23    15   S
 23    16   C
 23    16   S
 23    17   C
 23    17   S
 23    18   C
 23    18   S
 23    19   C
 23    19   S
 23    20   C
 23    20   S
 23    21   C
 23    21   S
 23    22   C
 23    22   S
 23    23   C
 23    23   S
 24     0   C
 24     1   C
 24     1   S
 24     2   C
 24     2   S
 24     3   C
 24     3   S
 24     4   C
 24     4   S
 24     5   C
 24     5   S
 24     6   C
 24     6   S
 24     7   C
 24     7   S
 24     8   C
 24     8   S
 24     9   C
 24     9   S
 24    10   C
 24    10   S
 24    11   C
 24    11   S
 24    12   C
 24    12   S
 24    13   C
 24    13   S
 24    14   C
 24    14   S
 24    15   C
 24    15   S
 24    16   C
 24    16   S
 24    17   C
 24    17   S
 24    18   C
 24    18   S
 24    19   C
 24    19   S
 24    20   C
 24    20   S
 24    21   C
 24    21   S
 24    22   C
 24    22   S
 24    23   C
 24    23   S
 24    24   C
 24    24   S
 25     0   C
 25     1   C
 25     1   S
 25     2   C
 25     2   S
 25     3   C
 25     3   S
 25     4   C
 25     4   S
 25     5   C
 25     5   S
 25     6   C
 25     6   S
 25     7   C
 25     7   S
 25     8   C
 25     8   S
 25     9   C
 25     9   S
 25    10   C
 25    10   S
 25    11   C
 25    11   S
 25    12   C
 25    12   S
 25    13   C
 25    13   S
 25    14   C
 25    14   S
 25    15   C
 25    15   S
 25    16   C
 25    16   S
 25    17   C
 25    17   S
 25    18   C
 25    18   S
 25    19   C
 25    19   S
 25    20   C
 25    20   S
 25    21   C
 25    21   S
 25    22   C
 25    22   S
 25    23   C
 25    23   S
 25    24   C
 25    24   S
 25    25   C
 25    25   S
 26     0   C
 26     1   C
 26     1   S
 26     2   C
 26     2   S
 26     3   C
 26     3   S
 26     4   C
 26     4   S
 26     5   C
 26     5   S
 26     6   C
 26     6   S
 26     7   C
 26     7   S
 26     8   C
 26     8   S
 26     9   C
 26     9   S
 26    10   C
 26    10   S
 26    11   C
 26    11   S
 26    12   C
 26    12   S
 26    13   C
 26    13   S
 26    14   C
 26    14   S
 26    15   C
 26    15   S
 26    16   C
 26    16   S
 26    17   C
 26    17   S
 26    18   C
 26    18   S
 26    19   C
 26    19   S
 26    20   C
 26    20   S
 26    21   C
 26    21   S
 26    22   C
 26    22   S
 26    23   C
 26    23   S
 26    24   C
 26    24   S
 26    25   C
 26    25   S
 26    26   C
 26    26   S
